Date,AAPL,ABBV,ADBE,AMZN,BKNG,BUD,BX,C,CHH,CICHY,CS,CSCO,CVS,DAL,DAR,EXPE,FDP,H,HLT,HPQ,IHG,INTU,ISRG,JNJ,LLY,MAR,MET,MKC,MKL,MRK,NVDA,NWL,ORCL,PFE,PRU,PVH,SFM,TCOM,TMO,TMUS,TRIP,TXN,UL,UNH,V,VRTX,WFC
2015-01-05,-0.028576024006687906,-0.01899824501639591,-0.004988826612460251,-0.020730693742290196,-0.03972598435278574,-0.03321062139683484,-0.014758288946776776,-0.032022150104769054,-0.01947462840455616,0.0042258214424819585,-0.030471391940932513,-0.020121480620638454,-0.00993321576713413,-0.016813788799225016,0.004943715257770265,-0.01835782797629193,-0.028680973069826532,-0.023786415674723393,-0.03291858875120868,-0.016790197469830126,-0.016760139910797722,-0.003955029959292311,-0.02154056049494457,-0.007008725360832635,-0.00989693916987111,-0.027777574816941986,-0.03395890837862048,-0.01704804683322081,-0.01888357287772191,0.014753476417053601,-0.017034356827396957,-0.011689865346836914,-0.014123117379256644,-0.005440790758562297,-0.032253468596217694,-0.03569356296525328,-0.02409759260260458,-0.014254124813406488,-0.013832254323189908,-0.01364575608871954,-0.025252381476537522,-0.015641350815043698,-0.018938111688500125,-0.016608623367347697,-0.022320747912919714,-0.01671485803999495,-0.027805419725392966
2015-01-06,9.420593240339059e-05,-0.004962424968792956,-0.020350215375400715,-0.023098052505528877,-0.016183748967873335,-0.0022227804626906433,-0.019517106997842593,-0.0358393616848387,-0.01667941185110422,-0.01029364153612855,-0.01789871731490189,-0.00036928997943164177,0.0007428550624704044,-0.023855570700498596,-0.008253120681045445,-0.0003564966205384934,-0.003682451711849666,-0.021902469226088073,-0.009205510365096092,-0.007610553400366538,-0.018870706294491946,-0.031191263695537153,0.010482036919569282,-0.004926236832974773,0.005032291085599994,-0.012642848730997969,-0.03078993964222132,-0.004549523973286895,-0.00859569587040454,0.038531211864050174,-0.030787178927520475,-0.017522773484738963,-0.01037724952055541,0.008309647116374386,-0.020963143826222996,-0.0412799409136273,-0.004224490055308117,0.01292636687145432,-0.009382176973648626,-0.0022304642951946896,-0.03811594466358059,-0.016662596360060622,-0.005110844515719748,-0.0020198654516443426,-0.006464557464258114,-0.03079229962915342,-0.02108510749143999
2015-01-07,0.013924585687324686,0.039621194106753244,0.008189848566114044,0.01054395693777277,-0.009667318916315892,0.01445238738617416,0.014150551453459226,0.009227750951914082,0.02236085262290377,0.021078677644446042,-0.0008402310396022905,0.009199518712474486,0.01788017829748334,-0.005308657075602241,-0.019526443426030493,0.0,0.012828529755433138,0.013788401108450365,0.015955666343607344,0.0116458352112363,0.023469694589787427,0.009746413008381971,0.005467989191741296,0.021835744821609993,-0.0070526738802856315,0.022642749687276975,0.01317257737419908,0.02631942317972591,0.010464338366751313,0.021160605338264915,-0.002609669764050304,0.005965193943961111,0.00023199757784375663,0.013592295678761968,0.0005849318565669392,0.02523854767599243,0.02094633018728631,0.01559954942074393,0.029516896789120395,0.050083003731950626,0.011785654211504237,0.017801213800479943,0.010703409256015206,0.010158401516322968,0.013308980366844025,0.027730564327860918,0.005933603705979618
2015-01-08,0.037702613599791324,0.010404707708195904,0.025134942221373358,0.0068127593805202835,0.012339783398459758,0.031131651486109746,0.007742683847008269,0.014935694876958117,0.03201146359758589,-0.005977238801265994,-0.007595082830154087,0.007662658316150317,0.02104261350744796,0.025642544826907532,0.004496911674659376,0.04324749058174504,0.03107530588036589,0.020757331458876038,0.027324090144501767,0.02362998859016896,0.012916411621120005,0.013330965207215328,0.019628542383814285,0.007832309329233844,0.023412932810311204,0.03258714769193993,0.015119286441608981,0.01628590121572504,0.02136640892664765,0.019926514409749796,0.03692739571362913,0.022983172537501595,0.006007444906172665,0.020203073594231125,0.01589811650093953,-0.007362079535441879,-0.0005924306342728336,0.014500892222606865,0.010339342739287716,0.026891805637667243,0.033591053542927796,0.016184224514894208,0.018335555475089915,0.04662911833638628,0.01332350165544316,0.0270629073335531,0.021895733331723566
2015-01-09,0.0010720546611677761,-0.02773615176185018,-0.014921551681969625,-0.01181817038127786,-0.028941378079148095,-0.008094372646433534,0.014723258853179821,-0.02258665645960045,0.0026511425983035686,-0.007220391928793202,-0.017087139978913868,0.010126767566407402,-0.0005107564060216063,-0.02756020889430877,-0.01811026822683104,-0.003875650303990952,-0.014819659378619399,-0.00578930993634863,-0.01006204037204661,-0.00024580434300780496,-0.010370596318273417,-0.02125667785142582,-0.0230209434090467,-0.013722569428320952,-0.01335276133550245,-0.0022837399270674297,-0.018641039219534417,-0.011854761451942863,-0.01923296633786542,-0.00462470200175602,0.00402041765976735,-0.010623948129673266,-0.00046097001079115074,0.004604633522569124,-0.01788842953334502,-0.010212303513318588,0.0059084591586096025,0.005784707103551501,-0.003999564068109862,0.007894310447748243,0.017186845211409896,0.0005597814660966982,-0.008247300482488562,-0.00940395183866638,-0.014934168491682165,-0.014298741738336673,-0.01656674120224011
2015-01-12,-0.024949378946339085,-0.00030383015355495147,-0.010072743193402012,-0.018765211590182407,-0.011453590227150201,0.013219244155016519,0.004084169459996456,-0.00790838078416023,0.011059515717293245,-0.013374045969338333,-0.005616781694415263,0.00931250914084547,-0.007379776817715289,-0.017646381827509217,-0.01844430890657156,-0.027561007700562357,-0.010505775615622603,-0.009264005445176693,-0.010164161898196689,-0.018613345187052044,0.01338574233499834,-0.0143114403742155,0.008868742735913315,-0.0034365665319224803,-0.007319571252871526,-0.0104700856931208,-0.011631969785736551,-0.013082169648208186,0.0060325249431869565,-0.004164317989399535,-0.012616770879398498,-0.004549737897742823,-0.002769491955080028,0.003668698435549622,-0.013095390439005428,-0.0011886126769216077,0.027597996452690676,-0.0107389345025668,-0.009680489768924438,0.0006835426652753718,-0.04220381481895075,-0.008995477436954502,0.015191390359841073,-0.011344603600026204,-0.0019594808880096792,-0.032432591328580784,-0.012030947889200672
2015-01-13,0.008839360840317667,-0.029226450145676264,-0.007480190295837019,0.01136240744548056,-0.0020791558705948177,0.0037828762582821085,-0.00789113308420486,-0.007171221586699694,0.01747916001741645,0.009744391970319732,0.001731711753381937,0.0017809273834266115,0.0004113079727829927,0.011870043754595994,0.026974336072821625,-0.0017628556705817644,0.001507389646603574,-0.004664487042631116,0.007828019315391455,-0.0027591879209474257,-0.005030271891884652,-0.004739420664060745,-0.007353160174161211,0.0017196249472650749,-0.000576224064310793,-0.006309173870873153,-0.012370377919100672,0.0025754828826465292,-0.0030562879375830576,-0.0017675875874014757,-0.0015250725418276545,0.006950021209375379,-0.0078885698170863,-0.01012140371084369,-0.009905563347064827,0.0018669620676323717,-0.01239745698757222,0.0038793216593489,-0.0012458701289812524,0.006809657106648714,0.0002799750057755901,-0.006231939847937351,0.0041928495384806475,0.005057895232852161,0.0029183824036387307,0.019170994010789144,-0.0038498995470321873
2015-01-14,-0.0038175942712399547,0.004878525212420826,-0.008536095349284345,-0.004999968410074995,-0.00207370483995728,-0.0031661493339099067,-0.00382186229511694,-0.019582638452452894,-0.002920703339937436,-0.003035011014078659,-0.01349923366259942,-0.006426254444563462,0.0009252546137199502,-0.028287226966332124,0.0,0.004342467988412757,-0.01670980035545755,-0.010443968360788425,0.010856583746106097,-0.008830694648076065,0.009036208507631649,-0.0009270667542082833,0.025923355683086236,-0.007281111665044193,0.00546210325297114,-0.011039693045113097,-0.01762051415914323,0.00013574677998162699,-0.007577062469987794,0.007209778223421726,0.004060831526131459,0.002394602474724117,0.003023676758530325,0.0012320410359523137,-0.026739120058082655,-0.027851039744242634,-0.0023236092460292568,-0.00972666806715905,-0.016815245754629338,0.0033875500941435988,-0.02464715406372786,-0.0015165886960990527,0.007356251346600562,0.002519511179066569,-0.020219729185441793,-0.0018258883369979273,-0.011639342238221495
2015-01-15,-0.027515380887082053,-0.012797438110774273,0.004277210033305501,-0.021785701035730742,-0.03680013574698204,0.0062343766410135615,-0.014239467853107257,-0.03781112145726251,0.004463453130713724,0.003640760064343329,0.017815167999789328,-0.018435402603866446,-0.001645489426858937,-0.005754767627788482,-0.004540298618286975,-0.03406709171709377,0.013692297116663532,-0.01427452997507217,-0.01280796541900342,-0.03271364770302476,-0.022745490182536354,-0.013425942829792703,-0.02072282668715353,-0.014625560280819627,-0.00028676394508053704,-0.006157028073393356,-0.01981097462549597,0.0008118550850273465,0.005881671270323352,-0.012206807861126379,-0.007117465614311813,0.00397799536980914,-0.010036141243249475,-0.0024657677954724733,-0.01739599225353672,-0.034316732287735796,-0.013171587352474479,-0.008506963272575163,-0.016538539820551534,-0.013276769990905102,-0.04908426469954197,-0.006089280615466208,0.008999522245113134,0.010876666569988203,-0.009554065320222627,-0.021834916151531658,-0.010395149448818142
2015-01-16,-0.007800542068608696,0.02589790862860708,0.02027956272510334,0.013121402610751343,0.009937903784286384,0.023958167507098338,0.005957632364825827,0.008013514401886468,0.0198429541627827,-0.007294729678333223,-0.051701397337481136,0.009802109797906411,0.01602831401715754,0.01738410645280153,-0.0011383301235499133,0.011445028256043877,0.021821612281673897,-0.004625643689151637,0.010104981190127482,0.0039198437848591006,0.010173189528710935,0.015626749451707056,0.011848403884126668,0.015010267652728615,0.013388765475950137,-0.0027632811319735495,0.020832253074825946,0.005935111334832488,0.016313406734753677,0.018413563773906017,0.018200812810534428,0.010008114998476092,0.020432369304986597,0.012270042004672188,0.015176071225579513,0.00512888461788652,0.002060330323184534,0.009158331857066937,0.009301648940254204,-0.001371773731459136,0.02660484594603041,0.01703303428498293,0.011554928661184238,0.012462423050996208,0.007164296916607249,0.04222703355148383,0.017976230391072878
