End of Period,AAPL,ABBV,ADBE,AMZN,BKNG,BUD,BX,C,CHH,CICHY,CS,CSCO,CVS,DAL,DAR,EXPE,FDP,H,HLT,HPQ,IHG,INTU,ISRG,JNJ,LLY,MAR,MET,MKC,MKL,MRK,NVDA,NWL,ORCL,PFE,PRU,PVH,SFM,TCOM,TMO,TMUS,TRIP,TXN,UL,UNH,V,VRTX,WFC
2015-03-31,0.050559072852641336,0.0,0.004196908128371124,0.08447584602096408,0.0021419287082236975,0.028617398315881042,0.06558494813728072,0.0,0.06074123230595657,0.0,0.019675599332108124,0.0,0.02921899543159199,0.0,0.0,0.02484854931515537,0.0631137123685891,0.0,0.05184617335237986,0.0,0.0,0.018288746222492294,0.0,0.0,0.01164436762627115,0.007663457555205362,0.0,0.011484290071695451,0.04694594473333932,0.0020500929212774106,0.008779048999343942,0.009404492749705073,0.0,0.04253459590610731,0.0,0.0,0.008043403186086272,0.13719272294905258,0.01322804565467205,0.06262338452431186,0.027519184294571668,0.022554723678868387,0.013987991699205168,0.07103514295865178,0.0,0.0,0.0
2015-06-30,0.0022647543055759633,0.07362393063853198,0.03793836092231503,0.07413011818220736,0.0,0.00017530301835103326,0.027800300327273715,0.02768024407846497,0.0,0.0667914594765631,0.016876632273828667,0.0,0.005653218583258313,0.0,0.012988120181031137,0.07403039239560628,0.0,0.0,0.0,0.0,0.0153275323081314,0.013515255301356853,0.0,0.0,0.07287645004895887,0.0,0.04888444716419252,0.02007934326777527,0.01383835076258334,0.0,0.0,0.020335086420266886,0.0,0.0,0.03877289823334632,0.029775673726397476,0.0,0.11629447997428156,0.0,0.1220364051976666,0.011492064185677097,0.0,0.011663121287079126,0.0103833595164482,0.00808249589257674,0.01278196890993242,0.013908233420321625
2015-09-30,0.0,0.0,0.004183411153559374,0.26221792514495723,0.08077837024504206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11331179678847872,0.0,0.06905040238126824,0.01699211893193536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016614633018808948,0.0,0.0,0.3854414053153512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775901962041783,0.0,0.0,0.0,0.0,0.03365091740018096,0.0,0.0
2015-12-31,0.0,0.013731929927963632,0.028284341310745986,0.09931271617213817,0.0029757830145460467,0.04568537391071636,0.0,0.005862981794583316,0.009531363225268904,0.002143419240443428,0.0,0.0059237736229982435,0.001055485477179616,0.024758611809895734,0.0,0.007568701747802774,0.0,0.0,0.0,0.0,0.02231678105197529,0.015778376909453,0.04359059235813539,0.020878967834725617,0.0,0.0,0.003439406682074685,0.00777123577465763,0.018594305087134944,0.013115541473364635,0.10680306598041543,0.019830102054826167,0.0010982241548647667,0.004548602790792459,0.012311542684703098,0.0,0.05937600866246669,0.16110705411912463,0.03457599770420489,0.0,0.09983095624939448,0.019848298681699142,0.010776310870037109,0.001181433053402071,0.02179822363297216,0.04381661487090844,0.010777876064385097
2016-03-31,0.01144240353092253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026067588064481808,0.0,0.0,0.01784180518868321,0.026150614091476676,0.0,0.1261785528960742,0.0,0.03625402646977005,0.01230603064448364,0.014617339835358161,0.012191885937647714,0.02918247218685442,0.03156134750872027,0.043012732456441716,0.024119986462134466,0.0,0.02173440399287737,0.0,0.08773397266096516,0.0005417786678055903,0.001598287915014572,0.028206573918159568,0.0,0.05842410526593925,0.0,0.0,0.2749398002809664,0.03166371937822175,0.0,0.0,0.0,0.0,0.019507896132022327,0.020878743224344874,0.04384393329063412,0.0,0.0,0.0
2016-06-30,0.0,0.028214818650442258,0.0035073072595760736,0.08170286026255937,0.0,0.020502546888453918,0.0,0.0,0.0,0.033484602447439483,0.0,0.002674813516954073,0.0,0.0,0.04111070832587631,0.0,0.15346783535268368,0.0,0.0,0.0032637679853550483,0.0,0.02201216092605588,0.03172233216828055,0.04576947491613111,0.031941987303278206,0.0,0.0,0.02274237816743414,0.019895161589576556,0.030838706044181,0.16330227617940823,0.030102826022752025,0.0,0.08164229127138103,0.0,0.0,0.0,0.0,0.011243336933025892,0.04292494564652433,0.0,0.030435744058780446,0.01852562998148375,0.032387256701356774,0.0,0.016584231401009727,0.0
2016-09-30,0.04960681290630975,0.004416861182949322,0.03053349098235531,0.04385952381014277,0.04678451952414674,0.0,0.009136300356616783,0.025986506243362573,0.0,0.03207227049625387,0.06131069339105584,0.02618004816975972,0.0,0.014638887132744532,0.0,0.02053737953660989,0.022412621620588203,0.0,0.0028138664523985643,0.07584850790541015,0.02537017378649179,0.0,0.02029496899709837,0.0,0.004084516973988132,0.0021403833991173516,0.02623226606402718,0.0,0.0,0.017987385426258325,0.2250684816860342,0.01754081387583999,0.0,0.0,0.03726621498246344,0.0434076329411346,0.0,0.029115455284709022,0.015174127876215693,0.015378722260924736,0.0,0.028264303187739728,0.0,0.0,0.026536263547253535,0.0,0.0
2016-12-30,0.004491255000531995,0.0,0.0,0.0,0.0,0.0,0.012781949882685594,0.07909074271798101,0.07297913978761265,0.00046620764989916823,0.013111191125956458,0.0,0.0,0.07510880259362862,0.0,0.0,0.0,0.02580122165531866,0.048095011967960795,0.0,0.011500212207448608,0.007560389508714249,0.0,0.0,0.0,0.06598427151034439,0.05970028087482603,0.0,0.0,0.0,0.2571098175865301,0.0,0.0,0.0,0.08957756558792325,0.0,0.0,0.0,0.0,0.062347141976956365,0.0,0.0077422294967506395,0.0,0.032818279988994135,0.0,0.0,0.07373428887993728
2017-03-31,0.056566626404399925,0.0068813717617311,0.06388827100781831,0.03573545377103912,0.04563400856353723,0.0052275988685899204,0.018129658231810095,0.00039459480283429797,0.019535001321368917,0.008294566845322092,0.003209621252958456,0.02210639027270301,0.0,0.0,0.01854741788165556,0.019238840368175747,0.0,0.0,0.006624831715491871,0.04403757371403238,0.01651902360466714,0.0013469022775525743,0.04349039422087846,0.01366457159543766,0.02735494733907046,0.025435670163796737,0.0,0.005966193407218636,0.011777549049663074,0.013075878961447296,0.0003647408557448938,0.007771373260772072,0.03082165710654966,0.009160836376603539,0.0036814631019178707,0.023590766783744232,0.043006755768961916,0.04987754695285299,0.01347567937049317,0.01940187456583312,0.0,0.018071179952048575,0.04348507947302046,0.003397432566722296,0.025046829012693395,0.17477354495320468,0.0013902824956369617
2017-06-30,0.00014987802480992572,0.036033357537132236,0.022482343531970216,0.023787311455176655,0.01122911603964773,0.004355281815783692,0.04734779724739572,0.034040370192162994,0.005306394800667568,0.0027625862547108874,0.015614682790388775,0.0,0.0057722950287288815,0.05502108403373864,0.02006194232948806,0.059989097017907035,0.0,0.00908683820769934,0.013708155506391475,0.0,0.02648872044978552,0.04341029723770075,0.0803132692473815,0.017320304730688622,0.0,0.015876663157745236,0.01046968265383406,0.0,0.0,0.0029069276241150584,0.12589937312616936,0.03953927707575024,0.036781844182261436,0.0,0.0035934109188739166,0.02814551459219007,0.0,0.02341480730791958,0.040766380965503106,0.0,0.0,0.0,0.028942671771915538,0.04046635758349623,0.013701891877335223,0.055214073683534634,0.0
2017-09-29,0.021346935629494912,0.10388569221727095,0.014508202139298956,0.0,0.0,0.024254305695801653,0.0032890319116492287,0.02868912350138469,0.0,0.019692815861707395,0.02454425737404382,0.025458968716604236,0.00333589346082322,0.0,0.03477369744214467,0.0,0.0,0.030626286333983992,0.04292455652209661,0.05436284400511719,0.0,0.021677054301782475,0.03890704201770107,0.0,0.012082235076906806,0.032602477496180914,0.019354911143054484,0.01514243502538608,0.029509780300450785,0.0007903229333020898,0.09559831746472712,0.0,0.0,0.021895156765780823,0.0,0.03183527588480856,0.0,0.0,0.02614428041152232,0.0027909792544477522,0.011937383256158653,0.0664541093232414,0.0241343588517309,0.01741155661900075,0.04271313834699876,0.05732657471539685,0.0
2017-12-29,0.023678657282535955,0.02173024189228664,0.04498422883588287,0.06463485813264265,0.0,0.0,0.0,0.004580499781053275,0.06894199656911529,0.02421144321022682,0.032534306306420534,0.03977839088093341,0.0,0.04559327641958812,0.0042594084454422535,0.0,0.008190239322597334,0.056193214934109025,0.041562713789273266,0.01167326884371346,0.06199943059938172,0.02755888096391161,0.008165587431641079,0.01831840036283852,0.0,0.07783500550951697,0.0,0.0,0.01416890166292842,0.0,0.016085819925598845,0.0,0.0,0.004273153222349263,0.020320813262050354,0.01969796839470394,0.10862984033123706,0.0,0.0,0.004141288995323531,0.0,0.049360579142491416,0.0,0.03229460577371379,0.019173573607296636,0.0,0.025429406169195933
2018-03-29,0.0,0.0,0.1381215049629284,0.14352567419801,0.1102169915248851,0.0,0.006489006670780382,0.0,0.01087398338685267,0.0560550740015956,0.0,0.05692454361701876,0.0,0.0,0.0,0.0,0.0,0.012399091924715383,0.0,0.014406595692566724,0.0,0.04256128431584787,0.057057986238241515,0.0,0.0,0.0,0.0,0.015278983454148175,0.008118551232537448,0.0,0.09235220273006318,0.0,0.0,0.0,0.0,0.04436905176196097,0.0,0.0192314061639279,0.03551671990050382,0.0,0.08601660829173123,0.0,0.001657099040322433,0.0,0.01687869469212009,0.03194894619924248,0.0
2018-06-29,0.04188122930255831,0.0,0.05244113867074503,0.07925211521704598,0.0,0.0,0.004822413443175863,0.0,0.0,0.0,0.0,0.0012183278063888083,0.008999356046191755,0.0,0.06541023868197016,0.032660395159844695,0.0,0.0024030213698514,0.0,0.011517846669103654,0.011069716825611246,0.08624430349279001,0.06827903370184304,0.0,0.04475469780726876,0.0,0.0,0.03540765901409938,0.0,0.05040252780650586,0.0027262060354894214,0.003231114018984185,0.0,0.010047307097500376,0.0,0.0,0.0,0.004155911495858195,0.0,0.0,0.22098291854345242,0.022079904829369328,0.0,0.06672641159121212,0.04338680532427191,0.007717003425787836,0.022182396623080247
2018-09-28,0.05469050009137871,0.003494290750326194,0.01877500463291139,0.03879071732355036,0.0,0.0,0.04719763364925508,0.012952478420456295,0.018527568135934425,0.0,0.0,0.02791133011838854,0.058094932929115925,0.037656082661275195,0.0,0.014208888196549882,0.0,0.004530211997442613,0.0028334408115291416,0.028645588684400595,0.0002974058219326364,0.02134502734836642,0.04594503511096356,0.030024093179165573,0.07282010300895342,0.006713894899373126,0.013574511351015376,0.0282684151937449,0.017418210678869107,0.03947924286505331,0.04033921891054859,0.0,0.038860243442265435,0.05668832224325467,0.01621145939143769,0.0,0.057967527339187794,0.0,0.03993796195757126,0.037052231746275706,0.0,0.0,0.0,0.015498628513947604,0.026879557511525282,0.026370241084034043,0.0
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31834895827446796,0.0,0.0,0.2509683629278069,0.0,0.3501127728017462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08056990599597891,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-29,0.030245600441035164,0.0,0.02514541955648939,0.025637614385435843,0.0,0.04962791178797421,0.029071466974207455,0.030606127658003624,0.009678723414626524,0.004895995127851089,0.007401104794782835,0.04535455710643258,0.0,0.0031920362270613763,0.01565020534605368,0.0056565508500150555,0.0,0.008024614900812774,0.021207182234078026,0.0,0.015279750018468003,0.06946173640288818,0.02684398992916496,0.010485397935957944,0.015880062199955528,0.02048412436393241,0.004227865423663679,0.008011026363945071,0.0,0.011105689907522979,0.0612442701747498,0.0,0.029596211285553578,0.0,0.01772752184263667,0.056528109535946794,0.0,0.22142746328304605,0.035939311190757245,0.009387297323059816,0.0,0.015340088429680376,0.014007264402949967,0.0,0.027386071584985353,0.012423399896745702,0.005818237699530222
